timestamp,src_ip,dest_ip,protocol,bytes,threat_label,message
2025-01-15 05:04:35,192.168.1.252,10.0.0.26,UDP,9023,malicious,Detected possible attack
2025-01-04 15:35:33,192.168.1.140,10.0.0.160,ICMP,1795,benign,Normal network activity
2025-01-24 19:53:43,192.168.1.78,10.0.0.118,HTTPS,3775,malicious,Suspicious traffic observed
2025-01-30 06:41:32,192.168.1.162,10.0.0.244,TCP,2319,benign,Normal network activity
2025-01-20 06:37:17,192.168.1.140,10.0.0.20,TCP,9120,benign,Normal network activity
2025-01-21 05:52:33,192.168.1.121,10.0.0.207,HTTP,3984,benign,Normal network activity
2025-01-05 22:34:54,192.168.1.143,10.0.0.28,ICMP,2804,benign,Normal network activity
2025-01-29 14:18:00,192.168.1.95,10.0.0.225,HTTPS,6034,benign,Normal network activity
2025-01-08 13:33:17,192.168.1.182,10.0.0.219,HTTP,2107,benign,Normal network activity
2025-01-05 19:47:05,192.168.1.223,10.0.0.182,HTTP,1891,benign,Normal network activity
2025-01-14 10:53:08,192.168.1.33,10.0.0.74,HTTPS,4806,benign,Normal network activity
2025-01-16 15:10:40,192.168.1.131,10.0.0.219,UDP,2563,benign,Normal network activity
2025-01-16 01:35:41,192.168.1.237,10.0.0.145,UDP,6430,benign,Normal network activity
2025-01-13 21:22:16,192.168.1.44,10.0.0.246,UDP,2416,benign,Normal network activity
2025-01-25 05:05:37,192.168.1.113,10.0.0.165,ICMP,6964,benign,Normal network activity
2025-01-07 16:00:40,192.168.1.219,10.0.0.120,ICMP,8473,benign,Normal network activity
2025-01-17 02:20:41,192.168.1.10,10.0.0.18,UDP,190,benign,Normal network activity
2025-01-05 00:48:31,192.168.1.234,10.0.0.202,ICMP,2915,malicious,Detected possible attack
2025-01-24 08:10:00,192.168.1.44,10.0.0.150,UDP,9701,benign,Normal network activity
2025-01-18 03:10:30,192.168.1.148,10.0.0.12,HTTP,1686,benign,Normal network activity
2025-01-19 13:05:05,192.168.1.17,10.0.0.121,HTTP,9845,benign,Normal network activity
2025-01-14 09:51:09,192.168.1.94,10.0.0.189,HTTPS,1653,benign,Normal network activity
2025-01-25 08:01:21,192.168.1.10,10.0.0.129,TCP,9941,benign,Normal network activity
2025-01-01 08:56:40,192.168.1.3,10.0.0.183,TCP,3651,benign,Normal network activity
2025-01-09 21:16:19,192.168.1.8,10.0.0.164,ICMP,673,benign,Normal network activity
2025-01-16 19:44:01,192.168.1.223,10.0.0.80,HTTP,9547,benign,Normal network activity
2025-01-24 11:58:53,192.168.1.100,10.0.0.87,HTTPS,8024,malicious,Detected possible attack
2025-01-22 19:39:39,192.168.1.192,10.0.0.182,HTTPS,1922,malicious,Detected possible attack
2025-01-29 15:17:10,192.168.1.112,10.0.0.230,UDP,7626,benign,Normal network activity
2025-01-03 04:14:46,192.168.1.160,10.0.0.207,ICMP,9796,benign,Normal network activity
2025-01-23 08:24:27,192.168.1.246,10.0.0.248,ICMP,5684,benign,Normal network activity
2025-01-13 05:35:26,192.168.1.37,10.0.0.36,UDP,380,benign,Normal network activity
2025-01-03 07:04:12,192.168.1.113,10.0.0.126,UDP,6596,benign,Normal network activity
2025-01-04 22:01:47,192.168.1.51,10.0.0.233,TCP,1671,benign,Normal network activity
2025-01-30 03:07:16,192.168.1.183,10.0.0.10,UDP,7522,benign,Normal network activity
2025-01-03 13:23:46,192.168.1.253,10.0.0.205,HTTPS,2815,benign,Normal network activity
2025-01-18 09:12:31,192.168.1.254,10.0.0.26,UDP,2563,benign,Normal network activity
2025-01-17 23:44:12,192.168.1.67,10.0.0.87,HTTPS,6522,malicious,Suspicious traffic observed
2025-01-19 06:47:19,192.168.1.57,10.0.0.217,HTTPS,7664,benign,Normal network activity
2025-01-15 15:46:56,192.168.1.84,10.0.0.2,HTTP,8516,benign,Normal network activity
2025-01-16 11:15:22,192.168.1.230,10.0.0.230,UDP,8749,benign,Normal network activity
2025-01-29 23:56:47,192.168.1.132,10.0.0.239,HTTPS,7710,benign,Normal network activity
2025-01-01 23:08:01,192.168.1.42,10.0.0.121,UDP,7095,malicious,Detected possible attack
2025-01-16 14:33:26,192.168.1.185,10.0.0.240,HTTP,1696,malicious,Malicious payload detected
2025-01-27 11:04:20,192.168.1.146,10.0.0.76,HTTPS,5850,benign,Normal network activity
2025-01-18 23:35:20,192.168.1.18,10.0.0.190,TCP,4255,malicious,Suspicious traffic observed
2025-01-05 17:13:47,192.168.1.103,10.0.0.9,ICMP,6941,benign,Normal network activity
2025-01-11 21:36:44,192.168.1.199,10.0.0.131,HTTPS,1750,benign,Normal network activity
2025-01-02 13:08:20,192.168.1.186,10.0.0.50,HTTP,4007,malicious,Malicious payload detected
2025-01-28 21:46:02,192.168.1.123,10.0.0.221,TCP,3052,malicious,Detected possible attack
2025-01-21 00:05:18,192.168.1.194,10.0.0.88,HTTPS,5683,malicious,Suspicious traffic observed
2025-01-16 02:22:37,192.168.1.109,10.0.0.39,TCP,9139,benign,Normal network activity
2025-01-22 19:07:24,192.168.1.146,10.0.0.229,HTTPS,1640,malicious,Potential phishing attempt
2025-01-19 18:47:00,192.168.1.57,10.0.0.68,TCP,4998,benign,Normal network activity
2025-01-07 01:02:39,192.168.1.251,10.0.0.100,UDP,2914,benign,Normal network activity
2025-01-11 04:54:48,192.168.1.91,10.0.0.129,HTTPS,45,benign,Normal network activity
2025-01-16 14:06:35,192.168.1.189,10.0.0.67,HTTP,4470,malicious,Malicious payload detected
2025-01-03 20:10:15,192.168.1.177,10.0.0.178,HTTP,8021,benign,Normal network activity
2025-01-06 22:13:40,192.168.1.156,10.0.0.45,TCP,8277,malicious,Malicious payload detected
2025-01-16 10:27:44,192.168.1.96,10.0.0.220,HTTP,5807,benign,Normal network activity
2025-01-05 18:55:06,192.168.1.188,10.0.0.35,HTTP,2753,benign,Normal network activity
2025-01-07 06:10:15,192.168.1.17,10.0.0.178,HTTPS,5821,benign,Normal network activity
2025-01-19 01:27:17,192.168.1.103,10.0.0.135,TCP,7111,benign,Normal network activity
2025-01-04 11:40:45,192.168.1.115,10.0.0.37,HTTP,9097,benign,Normal network activity
2025-01-02 22:20:30,192.168.1.73,10.0.0.203,ICMP,97,benign,Normal network activity
2025-01-05 07:19:45,192.168.1.219,10.0.0.194,UDP,2161,benign,Normal network activity
2025-01-22 05:56:00,192.168.1.235,10.0.0.74,ICMP,9879,malicious,Suspicious traffic observed
2025-01-23 03:55:57,192.168.1.235,10.0.0.200,TCP,2802,malicious,Detected possible attack
2025-01-18 21:44:01,192.168.1.210,10.0.0.6,ICMP,514,malicious,Malicious payload detected
2025-01-20 07:32:02,192.168.1.98,10.0.0.52,TCP,1195,benign,Normal network activity
2025-01-13 19:57:02,192.168.1.46,10.0.0.228,TCP,7988,benign,Normal network activity
2025-01-28 14:41:40,192.168.1.156,10.0.0.232,TCP,1461,malicious,Malicious payload detected
2025-01-10 00:06:26,192.168.1.177,10.0.0.87,ICMP,6784,benign,Normal network activity
2025-01-06 17:12:27,192.168.1.159,10.0.0.135,ICMP,1757,benign,Normal network activity
2025-01-06 06:30:10,192.168.1.73,10.0.0.136,UDP,6594,malicious,Suspicious traffic observed
2025-01-03 23:19:47,192.168.1.92,10.0.0.111,HTTPS,4443,benign,Normal network activity
2025-01-13 08:25:16,192.168.1.177,10.0.0.247,HTTPS,1082,benign,Normal network activity
2025-01-21 01:30:39,192.168.1.250,10.0.0.240,TCP,2348,benign,Normal network activity
2025-01-26 07:11:32,192.168.1.128,10.0.0.80,TCP,5163,benign,Normal network activity
2025-01-29 02:15:19,192.168.1.96,10.0.0.93,TCP,4520,malicious,Potential phishing attempt
2025-01-20 10:13:45,192.168.1.86,10.0.0.88,TCP,2065,benign,Normal network activity
2025-01-01 06:14:41,192.168.1.33,10.0.0.185,TCP,7341,benign,Normal network activity
2025-01-30 02:12:48,192.168.1.25,10.0.0.127,TCP,4178,benign,Normal network activity
2025-01-01 17:21:30,192.168.1.120,10.0.0.29,ICMP,4832,benign,Normal network activity
2025-01-30 23:32:14,192.168.1.245,10.0.0.89,HTTPS,871,malicious,Malicious payload detected
2025-01-25 02:07:16,192.168.1.126,10.0.0.90,HTTP,2902,malicious,Suspicious traffic observed
2025-01-13 17:01:22,192.168.1.101,10.0.0.181,UDP,4939,benign,Normal network activity
2025-01-09 18:45:19,192.168.1.93,10.0.0.232,ICMP,2636,benign,Normal network activity
2025-01-18 17:11:07,192.168.1.164,10.0.0.209,ICMP,86,benign,Normal network activity
2025-01-06 03:53:58,192.168.1.82,10.0.0.147,HTTPS,7206,benign,Normal network activity
2025-01-16 01:12:16,192.168.1.63,10.0.0.208,HTTPS,3092,benign,Normal network activity
2025-01-27 17:23:40,192.168.1.164,10.0.0.179,TCP,6798,malicious,Malicious payload detected
2025-01-28 22:46:25,192.168.1.47,10.0.0.5,HTTP,4786,benign,Normal network activity
2025-01-03 02:41:02,192.168.1.108,10.0.0.136,HTTP,6286,benign,Normal network activity
2025-01-04 11:08:00,192.168.1.86,10.0.0.163,UDP,1584,benign,Normal network activity
2025-01-25 03:58:45,192.168.1.138,10.0.0.136,TCP,8407,benign,Normal network activity
2025-01-09 18:19:02,192.168.1.93,10.0.0.77,ICMP,8944,benign,Normal network activity
2025-01-02 17:38:40,192.168.1.149,10.0.0.194,HTTP,2874,benign,Normal network activity
2025-01-21 06:58:00,192.168.1.242,10.0.0.184,TCP,1222,malicious,Detected possible attack
2025-01-29 13:07:33,192.168.1.121,10.0.0.13,TCP,5059,benign,Normal network activity
2025-01-10 20:46:03,192.168.1.142,10.0.0.60,HTTP,2919,benign,Normal network activity
2025-01-15 11:42:22,192.168.1.93,10.0.0.27,ICMP,5445,malicious,Suspicious traffic observed
2025-01-13 06:58:47,192.168.1.14,10.0.0.240,HTTPS,7521,benign,Normal network activity
2025-01-09 10:41:58,192.168.1.140,10.0.0.173,TCP,4903,benign,Normal network activity
2025-01-11 03:31:14,192.168.1.61,10.0.0.129,UDP,9660,benign,Normal network activity
2025-01-09 01:14:57,192.168.1.206,10.0.0.64,TCP,7431,benign,Normal network activity
2025-01-01 07:19:40,192.168.1.18,10.0.0.252,UDP,3784,benign,Normal network activity
2025-01-16 15:40:27,192.168.1.128,10.0.0.228,ICMP,7031,benign,Normal network activity
2025-01-14 03:40:17,192.168.1.32,10.0.0.113,TCP,2465,malicious,Suspicious traffic observed
2025-01-24 08:54:41,192.168.1.197,10.0.0.153,UDP,7587,benign,Normal network activity
2025-01-20 19:15:42,192.168.1.111,10.0.0.95,HTTP,4973,benign,Normal network activity
2025-01-28 01:15:53,192.168.1.93,10.0.0.243,TCP,8449,benign,Normal network activity
2025-01-15 13:05:51,192.168.1.178,10.0.0.178,HTTPS,3449,benign,Normal network activity
2025-01-02 07:12:06,192.168.1.35,10.0.0.251,TCP,964,benign,Normal network activity
2025-01-28 10:28:21,192.168.1.243,10.0.0.117,UDP,1441,benign,Normal network activity
2025-01-25 10:42:24,192.168.1.125,10.0.0.48,ICMP,7373,benign,Normal network activity
2025-01-03 11:45:59,192.168.1.238,10.0.0.248,TCP,3520,benign,Normal network activity
2025-01-08 11:48:07,192.168.1.133,10.0.0.42,TCP,9673,benign,Normal network activity
2025-01-23 03:09:29,192.168.1.243,10.0.0.16,HTTPS,8610,benign,Normal network activity
2025-01-15 16:38:50,192.168.1.141,10.0.0.123,TCP,2593,malicious,Suspicious traffic observed
2025-01-16 00:26:14,192.168.1.168,10.0.0.209,HTTPS,4235,benign,Normal network activity
2025-01-21 18:08:37,192.168.1.34,10.0.0.249,ICMP,800,benign,Normal network activity
2025-01-27 14:59:10,192.168.1.74,10.0.0.200,HTTP,5905,malicious,Potential phishing attempt
2025-01-30 22:29:16,192.168.1.44,10.0.0.207,UDP,5352,benign,Normal network activity
2025-01-29 20:55:14,192.168.1.115,10.0.0.185,HTTP,8653,benign,Normal network activity
2025-01-14 15:38:14,192.168.1.175,10.0.0.154,ICMP,7755,benign,Normal network activity
2025-01-20 07:20:24,192.168.1.121,10.0.0.18,TCP,8687,benign,Normal network activity
2025-01-30 22:21:41,192.168.1.58,10.0.0.68,HTTPS,2697,benign,Normal network activity
2025-01-11 14:03:30,192.168.1.125,10.0.0.14,ICMP,4563,malicious,Suspicious traffic observed
2025-01-08 05:53:05,192.168.1.23,10.0.0.7,HTTPS,8688,benign,Normal network activity
2025-01-30 08:33:27,192.168.1.241,10.0.0.111,UDP,8927,benign,Normal network activity
2025-01-05 21:05:00,192.168.1.198,10.0.0.28,UDP,8754,benign,Normal network activity
2025-01-14 22:31:15,192.168.1.44,10.0.0.153,HTTP,6077,benign,Normal network activity
2025-01-22 22:55:08,192.168.1.45,10.0.0.12,TCP,7601,benign,Normal network activity
2025-01-05 05:00:59,192.168.1.105,10.0.0.139,HTTP,7380,benign,Normal network activity
2025-01-18 05:22:38,192.168.1.164,10.0.0.205,ICMP,3933,benign,Normal network activity
2025-01-27 11:54:44,192.168.1.65,10.0.0.14,TCP,458,benign,Normal network activity
2025-01-19 12:35:18,192.168.1.129,10.0.0.176,HTTP,4678,benign,Normal network activity
2025-01-05 18:52:47,192.168.1.142,10.0.0.117,HTTPS,5060,malicious,Suspicious traffic observed
2025-01-16 12:54:00,192.168.1.62,10.0.0.193,HTTPS,799,benign,Normal network activity
2025-01-02 06:11:38,192.168.1.142,10.0.0.155,TCP,5667,benign,Normal network activity
2025-01-09 11:02:06,192.168.1.197,10.0.0.109,ICMP,5374,benign,Normal network activity
2025-01-24 18:15:12,192.168.1.49,10.0.0.31,HTTPS,1464,benign,Normal network activity
2025-01-13 06:51:25,192.168.1.143,10.0.0.7,ICMP,8781,benign,Normal network activity
2025-01-16 00:17:45,192.168.1.154,10.0.0.245,UDP,4872,benign,Normal network activity
2025-01-24 06:26:24,192.168.1.11,10.0.0.215,ICMP,8694,benign,Normal network activity
2025-01-14 15:40:04,192.168.1.48,10.0.0.43,TCP,6883,malicious,Suspicious traffic observed
2025-01-29 22:27:44,192.168.1.65,10.0.0.114,TCP,8168,benign,Normal network activity
2025-01-10 23:11:50,192.168.1.166,10.0.0.155,ICMP,8197,benign,Normal network activity
2025-01-25 05:40:15,192.168.1.208,10.0.0.83,UDP,533,benign,Normal network activity
2025-01-20 17:25:14,192.168.1.85,10.0.0.170,UDP,7003,benign,Normal network activity
2025-01-07 06:54:08,192.168.1.22,10.0.0.99,ICMP,9886,benign,Normal network activity
2025-01-26 19:43:49,192.168.1.110,10.0.0.190,HTTPS,8243,benign,Normal network activity
2025-01-26 08:49:14,192.168.1.223,10.0.0.32,HTTP,1522,benign,Normal network activity
2025-01-29 18:43:17,192.168.1.208,10.0.0.167,HTTPS,9478,benign,Normal network activity
2025-01-02 02:01:29,192.168.1.119,10.0.0.240,HTTPS,8738,benign,Normal network activity
2025-01-23 07:31:12,192.168.1.104,10.0.0.185,HTTPS,1880,benign,Normal network activity
2025-01-29 19:03:54,192.168.1.217,10.0.0.80,HTTP,2334,benign,Normal network activity
2025-01-18 12:36:18,192.168.1.64,10.0.0.73,HTTP,9968,benign,Normal network activity
2025-01-16 17:40:37,192.168.1.98,10.0.0.75,UDP,9809,benign,Normal network activity
2025-01-11 18:24:51,192.168.1.116,10.0.0.175,ICMP,4479,benign,Normal network activity
2025-01-15 04:29:38,192.168.1.252,10.0.0.157,TCP,2358,benign,Normal network activity
2025-01-10 17:51:10,192.168.1.86,10.0.0.30,TCP,543,malicious,Malicious payload detected
2025-01-14 12:58:13,192.168.1.252,10.0.0.100,HTTPS,5516,benign,Normal network activity
2025-01-12 03:25:14,192.168.1.208,10.0.0.254,TCP,6189,benign,Normal network activity
2025-01-06 16:48:04,192.168.1.34,10.0.0.252,UDP,5138,benign,Normal network activity
2025-01-12 20:26:55,192.168.1.183,10.0.0.209,HTTPS,2288,benign,Normal network activity
2025-01-09 23:37:48,192.168.1.84,10.0.0.173,HTTP,5486,benign,Normal network activity
2025-01-15 19:04:49,192.168.1.146,10.0.0.146,TCP,9739,benign,Normal network activity
2025-01-09 06:48:02,192.168.1.152,10.0.0.251,UDP,4135,benign,Normal network activity
2025-01-26 18:59:32,192.168.1.22,10.0.0.27,HTTPS,8435,benign,Normal network activity
2025-01-26 13:12:11,192.168.1.237,10.0.0.237,HTTP,1130,benign,Normal network activity
2025-01-05 23:04:24,192.168.1.251,10.0.0.183,ICMP,8443,malicious,Suspicious traffic observed
2025-01-24 22:52:06,192.168.1.12,10.0.0.192,HTTPS,3874,benign,Normal network activity
2025-01-28 17:35:21,192.168.1.51,10.0.0.136,HTTP,2804,benign,Normal network activity
2025-01-08 17:44:30,192.168.1.56,10.0.0.138,ICMP,7021,benign,Normal network activity
2025-01-26 06:50:41,192.168.1.55,10.0.0.75,TCP,8962,benign,Normal network activity
2025-01-05 00:26:40,192.168.1.241,10.0.0.94,ICMP,9068,benign,Normal network activity
2025-01-15 09:22:21,192.168.1.244,10.0.0.216,TCP,3785,malicious,Suspicious traffic observed
2025-01-27 19:30:23,192.168.1.21,10.0.0.37,HTTPS,7363,benign,Normal network activity
2025-01-02 00:53:56,192.168.1.48,10.0.0.254,HTTPS,7613,benign,Normal network activity
2025-01-22 16:17:46,192.168.1.65,10.0.0.195,HTTP,3598,benign,Normal network activity
2025-01-19 00:05:36,192.168.1.107,10.0.0.246,HTTP,7136,benign,Normal network activity
2025-01-07 20:27:56,192.168.1.34,10.0.0.23,HTTPS,1657,benign,Normal network activity
2025-01-07 02:11:02,192.168.1.227,10.0.0.97,UDP,4379,malicious,Malicious payload detected
2025-01-07 13:56:35,192.168.1.164,10.0.0.44,HTTPS,5674,benign,Normal network activity
2025-01-08 14:24:32,192.168.1.27,10.0.0.142,ICMP,6575,benign,Normal network activity
2025-01-07 14:55:04,192.168.1.103,10.0.0.138,HTTPS,575,malicious,Malicious payload detected
2025-01-14 14:31:54,192.168.1.87,10.0.0.183,HTTP,9451,benign,Normal network activity
2025-01-23 16:33:25,192.168.1.231,10.0.0.154,HTTP,8838,benign,Normal network activity
2025-01-26 13:07:53,192.168.1.214,10.0.0.106,ICMP,7831,malicious,Suspicious traffic observed
2025-01-15 08:17:23,192.168.1.176,10.0.0.153,HTTPS,6607,benign,Normal network activity
2025-01-04 22:38:12,192.168.1.148,10.0.0.22,UDP,9288,benign,Normal network activity
2025-01-15 21:15:17,192.168.1.157,10.0.0.106,ICMP,4840,malicious,Malicious payload detected
2025-01-08 11:14:29,192.168.1.71,10.0.0.111,HTTP,4671,malicious,Detected possible attack
2025-01-04 04:08:43,192.168.1.130,10.0.0.46,HTTPS,5694,benign,Normal network activity
2025-01-19 03:14:19,192.168.1.44,10.0.0.81,HTTPS,859,benign,Normal network activity
2025-01-19 12:35:29,192.168.1.75,10.0.0.33,HTTP,2040,malicious,Suspicious traffic observed
2025-01-18 02:15:31,192.168.1.224,10.0.0.217,TCP,3035,benign,Normal network activity
2025-01-06 09:51:08,192.168.1.32,10.0.0.81,HTTP,5119,benign,Normal network activity
2025-01-21 05:51:21,192.168.1.186,10.0.0.140,HTTPS,4079,benign,Normal network activity
2025-01-03 17:50:36,192.168.1.94,10.0.0.63,UDP,264,benign,Normal network activity
2025-01-30 02:01:50,192.168.1.135,10.0.0.152,TCP,2224,benign,Normal network activity
2025-01-06 03:46:34,192.168.1.253,10.0.0.151,HTTP,6785,malicious,Malicious payload detected
2025-01-24 08:08:05,192.168.1.42,10.0.0.184,HTTPS,7423,benign,Normal network activity
2025-01-10 01:52:08,192.168.1.208,10.0.0.184,ICMP,184,benign,Normal network activity
2025-01-10 06:46:14,192.168.1.91,10.0.0.31,ICMP,3016,malicious,Detected possible attack
2025-01-09 15:48:34,192.168.1.225,10.0.0.107,UDP,3127,benign,Normal network activity
2025-01-10 05:57:27,192.168.1.67,10.0.0.208,HTTP,4841,benign,Normal network activity
2025-01-22 23:14:29,192.168.1.186,10.0.0.188,TCP,2723,malicious,Potential phishing attempt
2025-01-17 18:07:01,192.168.1.70,10.0.0.96,TCP,4413,benign,Normal network activity
2025-01-27 08:56:47,192.168.1.53,10.0.0.207,TCP,6418,benign,Normal network activity
2025-01-17 21:03:59,192.168.1.158,10.0.0.88,UDP,3612,benign,Normal network activity
2025-01-13 16:52:35,192.168.1.235,10.0.0.230,TCP,4939,benign,Normal network activity
2025-01-04 01:52:32,192.168.1.232,10.0.0.226,HTTPS,4495,malicious,Malicious payload detected
2025-01-25 15:02:14,192.168.1.202,10.0.0.176,UDP,8380,benign,Normal network activity
2025-01-01 15:32:40,192.168.1.118,10.0.0.9,TCP,3849,malicious,Detected possible attack
2025-01-12 21:38:52,192.168.1.152,10.0.0.44,ICMP,9628,benign,Normal network activity
2025-01-19 07:08:04,192.168.1.83,10.0.0.167,ICMP,963,benign,Normal network activity
2025-01-03 04:37:49,192.168.1.173,10.0.0.79,HTTP,6608,benign,Normal network activity
2025-01-05 00:03:07,192.168.1.246,10.0.0.12,TCP,3174,benign,Normal network activity
2025-01-11 10:56:15,192.168.1.186,10.0.0.13,TCP,8972,benign,Normal network activity
2025-01-05 05:21:08,192.168.1.226,10.0.0.248,ICMP,889,benign,Normal network activity
2025-01-07 14:50:18,192.168.1.197,10.0.0.126,ICMP,2089,benign,Normal network activity
2025-01-13 13:52:56,192.168.1.186,10.0.0.30,UDP,178,benign,Normal network activity
2025-01-11 19:57:44,192.168.1.211,10.0.0.1,HTTPS,1014,benign,Normal network activity
2025-01-15 00:49:53,192.168.1.239,10.0.0.246,HTTP,811,malicious,Detected possible attack
2025-01-21 06:39:42,192.168.1.63,10.0.0.173,HTTP,5828,benign,Normal network activity
2025-01-22 22:15:38,192.168.1.143,10.0.0.154,UDP,7777,benign,Normal network activity
2025-01-20 22:02:10,192.168.1.218,10.0.0.168,UDP,9284,benign,Normal network activity
2025-01-21 14:08:03,192.168.1.1,10.0.0.55,HTTPS,8136,malicious,Suspicious traffic observed
2025-01-10 14:21:58,192.168.1.235,10.0.0.2,HTTP,2683,benign,Normal network activity
2025-01-09 06:48:08,192.168.1.169,10.0.0.147,UDP,7040,malicious,Suspicious traffic observed
2025-01-06 21:24:49,192.168.1.122,10.0.0.118,HTTP,2350,benign,Normal network activity
2025-01-23 18:45:59,192.168.1.46,10.0.0.40,ICMP,937,benign,Normal network activity
2025-01-19 19:37:56,192.168.1.67,10.0.0.242,ICMP,7605,benign,Normal network activity
2025-01-26 14:29:11,192.168.1.48,10.0.0.228,ICMP,2716,benign,Normal network activity
2025-01-04 16:21:38,192.168.1.201,10.0.0.150,HTTPS,5701,malicious,Detected possible attack
2025-01-14 21:02:09,192.168.1.26,10.0.0.131,TCP,9384,malicious,Suspicious traffic observed
2025-01-27 09:48:46,192.168.1.162,10.0.0.164,HTTPS,3255,benign,Normal network activity
2025-01-19 20:12:45,192.168.1.203,10.0.0.27,TCP,7334,benign,Normal network activity
2025-01-25 01:13:24,192.168.1.203,10.0.0.66,HTTPS,2464,malicious,Potential phishing attempt
2025-01-02 21:17:54,192.168.1.236,10.0.0.8,TCP,471,benign,Normal network activity
2025-01-03 07:38:36,192.168.1.97,10.0.0.47,UDP,4786,benign,Normal network activity
2025-01-27 17:40:19,192.168.1.136,10.0.0.249,HTTPS,6337,benign,Normal network activity
2025-01-02 00:52:35,192.168.1.175,10.0.0.133,ICMP,2471,benign,Normal network activity
2025-01-22 00:35:18,192.168.1.214,10.0.0.37,TCP,6805,benign,Normal network activity
2025-01-11 18:51:18,192.168.1.208,10.0.0.222,ICMP,5152,benign,Normal network activity
2025-01-15 02:13:37,192.168.1.167,10.0.0.93,HTTP,4232,benign,Normal network activity
2025-01-04 19:39:08,192.168.1.69,10.0.0.63,HTTP,9816,benign,Normal network activity
2025-01-16 16:30:32,192.168.1.169,10.0.0.245,UDP,9756,benign,Normal network activity
2025-01-29 07:20:10,192.168.1.51,10.0.0.41,HTTP,5714,malicious,Detected possible attack
2025-01-16 09:27:35,192.168.1.96,10.0.0.102,TCP,215,benign,Normal network activity
2025-01-29 10:35:11,192.168.1.142,10.0.0.127,UDP,121,benign,Normal network activity
2025-01-27 17:23:36,192.168.1.49,10.0.0.100,ICMP,6625,malicious,Malicious payload detected
2025-01-28 19:05:39,192.168.1.179,10.0.0.109,UDP,5566,benign,Normal network activity
2025-01-06 01:14:47,192.168.1.192,10.0.0.100,TCP,5475,benign,Normal network activity
2025-01-25 17:34:00,192.168.1.18,10.0.0.86,HTTPS,1582,benign,Normal network activity
2025-01-12 12:32:02,192.168.1.69,10.0.0.166,ICMP,621,benign,Normal network activity
2025-01-20 22:22:30,192.168.1.182,10.0.0.82,UDP,7595,benign,Normal network activity
2025-01-27 14:46:58,192.168.1.107,10.0.0.42,HTTP,7332,benign,Normal network activity
2025-01-08 04:15:21,192.168.1.124,10.0.0.77,ICMP,3677,benign,Normal network activity
2025-01-18 12:14:01,192.168.1.133,10.0.0.238,HTTP,2760,benign,Normal network activity
2025-01-10 05:20:19,192.168.1.89,10.0.0.177,UDP,9058,malicious,Suspicious traffic observed
2025-01-24 08:13:35,192.168.1.58,10.0.0.109,HTTP,5173,benign,Normal network activity
2025-01-25 21:43:25,192.168.1.168,10.0.0.75,TCP,9981,benign,Normal network activity
2025-01-22 14:55:22,192.168.1.168,10.0.0.2,HTTPS,1803,benign,Normal network activity
